x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5418547987937927,0.8265243768692017,-2.531945142436598e-07,0.4355235695838928,0.7925930023193359,-0.046158816665410995,0.3388553857803345,0.7307760715484619,-0.09497637301683426,0.26028406620025635,0.6661714911460876,-0.14679205417633057,0.22234442830085754,0.5980597734451294,-0.19563083350658417,0.3810528516769409,0.5321676135063171,-0.05210701376199722,0.3035917282104492,0.4784509837627411,-0.13108907639980316,0.25816306471824646,0.5171598196029663,-0.196396142244339,0.23777610063552856,0.5715165734291077,-0.23331475257873535,0.4468476474285126,0.48434677720069885,-0.06670617312192917,0.3921052813529968,0.3378300964832306,-0.12235298752784729,0.35981640219688416,0.24044090509414673,-0.16182836890220642,0.3328060805797577,0.1624908149242401,-0.19119545817375183,0.521368682384491,0.4850916862487793,-0.09141287952661514,0.5440472960472107,0.341161847114563,-0.14367932081222534,0.5573297142982483,0.24536839127540588,-0.17445360124111176,0.5639448761940002,0.16288337111473083,-0.19363610446453094,0.5937213897705078,0.5203832387924194,-0.11968818306922913,0.6463828682899475,0.40874454379081726,-0.14855395257472992,0.6735130548477173,0.3330080211162567,-0.15533943474292755,0.69329833984375,0.25856152176856995,-0.161287322640419,F
0.5472639203071594,0.8316231966018677,-2.6746076287054166e-07,0.4418432116508484,0.7958627939224243,-0.04902256280183792,0.3445631265640259,0.7346831560134888,-0.09901618957519531,0.26543697714805603,0.6686708927154541,-0.15184810757637024,0.22759601473808289,0.6000563502311707,-0.20141391456127167,0.3865169882774353,0.5378966331481934,-0.051426902413368225,0.3092432916164398,0.482975035905838,-0.13230353593826294,0.2646957337856293,0.5199956893920898,-0.19956202805042267,0.2447333037853241,0.5742155909538269,-0.2374505251646042,0.45087555050849915,0.49099525809288025,-0.06444121152162552,0.39838987588882446,0.3443882465362549,-0.12028927356004715,0.3663281500339508,0.2449539452791214,-0.16121961176395416,0.33869922161102295,0.1645069122314453,-0.19200782477855682,0.5261576175689697,0.4902656674385071,-0.08818058669567108,0.5472471117973328,0.3449845016002655,-0.14022856950759888,0.5595672726631165,0.25008857250213623,-0.17229028046131134,0.5657442808151245,0.16809400916099548,-0.19250303506851196,0.5997954607009888,0.5239487290382385,-0.11599412560462952,0.6510012149810791,0.41112905740737915,-0.14381152391433716,0.6777375340461731,0.33587560057640076,-0.1511484682559967,0.6972079873085022,0.2621341943740845,-0.15787161886692047,F
0.5451548099517822,0.8289691209793091,-2.7124630719299603e-07,0.44034484028816223,0.7928472757339478,-0.04726136103272438,0.34182924032211304,0.7334052324295044,-0.09778982400894165,0.2626161575317383,0.6689806580543518,-0.15143844485282898,0.22796934843063354,0.5984092354774475,-0.20206961035728455,0.38675034046173096,0.5380768775939941,-0.052127495408058167,0.3106194734573364,0.4846550226211548,-0.13385950028896332,0.26609116792678833,0.5187336206436157,-0.20177438855171204,0.245161771774292,0.5703393220901489,-0.2400951236486435,0.4506218433380127,0.4905422031879425,-0.06624166667461395,0.39827173948287964,0.34425196051597595,-0.12319254875183105,0.3661905527114868,0.24437083303928375,-0.16447578370571136,0.33873450756073,0.16373172402381897,-0.19531485438346863,0.5249399542808533,0.48931267857551575,-0.09073402732610703,0.546588122844696,0.3433037996292114,-0.1431112438440323,0.5594245791435242,0.24881109595298767,-0.17423492670059204,0.5662574172019958,0.16726776957511902,-0.19374004006385803,0.5973934531211853,0.5228745937347412,-0.11913058906793594,0.6482698917388916,0.41116899251937866,-0.14722970128059387,0.675040602684021,0.3361102044582367,-0.1539904922246933,0.6953046917915344,0.2623770236968994,-0.16006802022457123,F
0.5424233675003052,0.8266966342926025,-2.106455241346339e-07,0.4365755617618561,0.7931344509124756,-0.05121295899152756,0.33860090374946594,0.733548641204834,-0.1031709536910057,0.2604564130306244,0.6687660217285156,-0.1572999209165573,0.22457650303840637,0.5993729829788208,-0.20808696746826172,0.3806009888648987,0.5356359481811523,-0.05705669894814491,0.3063037693500519,0.4784083962440491,-0.13817307353019714,0.2604653537273407,0.5156136751174927,-0.20481164753437042,0.2379569709300995,0.5713946223258972,-0.24250054359436035,0.4452245533466339,0.48739925026893616,-0.06978952139616013,0.3918619751930237,0.336458295583725,-0.1276538372039795,0.3608090877532959,0.2374875247478485,-0.1699896901845932,0.33457833528518677,0.1587029993534088,-0.20169787108898163,0.5196083784103394,0.4873114824295044,-0.0929875299334526,0.5425012111663818,0.3415488302707672,-0.14751702547073364,0.5561018586158752,0.24627314507961273,-0.18184329569339752,0.5617767572402954,0.16446539759635925,-0.20376482605934143,0.5922338962554932,0.5223615169525146,-0.11996433883905411,0.6454002857208252,0.4111412465572357,-0.15038636326789856,0.6733704209327698,0.3356977701187134,-0.1594012975692749,0.6926649212837219,0.26226580142974854,-0.1673869639635086,F
0.5427685379981995,0.8290759325027466,-2.485705294930085e-07,0.4322967231273651,0.7948217391967773,-0.05093340948224068,0.3304489850997925,0.7354644536972046,-0.10258924961090088,0.25207656621932983,0.6711941957473755,-0.15650561451911926,0.22558656334877014,0.6007309556007385,-0.20662438869476318,0.3805537223815918,0.5367296934127808,-0.054418522864580154,0.30518975853919983,0.47989320755004883,-0.13504444062709808,0.2591031789779663,0.5176979303359985,-0.20179308950901031,0.23759308457374573,0.5742479562759399,-0.23967990279197693,0.4451451897621155,0.48822301626205444,-0.06679944694042206,0.3900635242462158,0.33974534273147583,-0.12329711765050888,0.3579057455062866,0.241037979722023,-0.16483229398727417,0.33072972297668457,0.1621723771095276,-0.1964891254901886,0.5193888545036316,0.48728030920028687,-0.09000717848539352,0.5411792993545532,0.3428323566913605,-0.14282655715942383,0.554589569568634,0.24834799766540527,-0.17566941678524017,0.5601286888122559,0.1671275496482849,-0.19696353375911713,0.5916826128959656,0.521938681602478,-0.11726512014865875,0.6432222127914429,0.410369873046875,-0.14639252424240112,0.6697595119476318,0.3357044458389282,-0.1546180099248886,0.6877227425575256,0.2630046606063843,-0.162252739071846,F
0.5366515517234802,0.8300908803939819,-2.3316952990626305e-07,0.4297078251838684,0.795439600944519,-0.05077624320983887,0.32964903116226196,0.7359428405761719,-0.10307084769010544,0.2508941888809204,0.6717000007629395,-0.15784363448619843,0.22112813591957092,0.6001230478286743,-0.20900855958461761,0.3787410855293274,0.5372881293296814,-0.05615571141242981,0.3015684187412262,0.48302531242370605,-0.13832727074623108,0.25607141852378845,0.5199371576309204,-0.20567277073860168,0.2355777621269226,0.5751826763153076,-0.2433125227689743,0.4428149461746216,0.49062904715538025,-0.06876751780509949,0.3896130621433258,0.3421638607978821,-0.12626899778842926,0.3581497073173523,0.24331405758857727,-0.16703703999519348,0.3314923048019409,0.16396164894104004,-0.19731508195400238,0.5175817608833313,0.4904725253582001,-0.09207604825496674,0.5388112664222717,0.34481823444366455,-0.14508812129497528,0.5515714287757874,0.2503249943256378,-0.17609569430351257,0.5573501586914062,0.1687876582145691,-0.19538365304470062,0.590658962726593,0.5250879526138306,-0.1195162758231163,0.6421864628791809,0.4126366078853607,-0.1477392166852951,0.6688317060470581,0.3381647765636444,-0.1543916016817093,0.6874983310699463,0.2652718424797058,-0.1603076308965683,F
0.5389991402626038,0.8321847319602966,-2.469730588927632e-07,0.4290503263473511,0.7955406308174133,-0.04547841474413872,0.33054572343826294,0.7357971668243408,-0.09484785795211792,0.2530333995819092,0.6717888116836548,-0.1473752111196518,0.22520604729652405,0.600515604019165,-0.19656726717948914,0.3805651068687439,0.5383940935134888,-0.0518905371427536,0.30111151933670044,0.4885065257549286,-0.13312757015228271,0.25497666001319885,0.5237722992897034,-0.19950918853282928,0.23382249474525452,0.5770811438560486,-0.23611542582511902,0.4439549148082733,0.4914533197879791,-0.06606224924325943,0.39032256603240967,0.34435564279556274,-0.12188611179590225,0.35776829719543457,0.24391598999500275,-0.15870530903339386,0.3279164731502533,0.16481783986091614,-0.1853923350572586,0.518276035785675,0.49165013432502747,-0.09063126891851425,0.5384752154350281,0.3473591208457947,-0.14136816561222076,0.5512873530387878,0.2517910599708557,-0.16728855669498444,0.5559138059616089,0.169930100440979,-0.1824958175420761,0.5907132029533386,0.5265628695487976,-0.11916881054639816,0.6418905258178711,0.41527223587036133,-0.14675791561603546,0.667090892791748,0.3404642343521118,-0.15085721015930176,0.6837522983551025,0.26759612560272217,-0.15386144816875458,F
0.5397108197212219,0.8347551226615906,-2.1849670872597926e-07,0.4315938651561737,0.8011829853057861,-0.04990250617265701,0.3331262469291687,0.7411007881164551,-0.10117600858211517,0.2543714642524719,0.6769800782203674,-0.15481486916542053,0.22448694705963135,0.6066374778747559,-0.20520032942295074,0.38085752725601196,0.5431820750236511,-0.05632805824279785,0.30075693130493164,0.4906851649284363,-0.1373784840106964,0.2538154125213623,0.5262901186943054,-0.20427320897579193,0.2330596148967743,0.5808348655700684,-0.2420535385608673,0.44452840089797974,0.49490422010421753,-0.06966147571802139,0.3895440101623535,0.34518516063690186,-0.12738393247127533,0.35648053884506226,0.24436412751674652,-0.16858479380607605,0.32816824316978455,0.1645803451538086,-0.19908194243907928,0.5188978910446167,0.4943377375602722,-0.09327206760644913,0.5393678545951843,0.3495708703994751,-0.1464357078075409,0.5513221025466919,0.2536364197731018,-0.17784525454044342,0.555944561958313,0.1713789701461792,-0.19755919277668,0.5907765030860901,0.5287503004074097,-0.12081900238990784,0.642751932144165,0.41634663939476013,-0.14949685335159302,0.6696778535842896,0.34067195653915405,-0.15608321130275726,0.6887726783752441,0.2671992778778076,-0.16206307709217072,F
0.5403637290000916,0.8368340730667114,-2.517796815482143e-07,0.4314756691455841,0.8012957572937012,-0.04787493124604225,0.3332330584526062,0.7404793500900269,-0.09837938845157623,0.25544843077659607,0.6760297417640686,-0.1519463211297989,0.22574040293693542,0.6046243906021118,-0.2018374651670456,0.3820558190345764,0.5410681962966919,-0.05302981287240982,0.30327874422073364,0.48803937435150146,-0.1349075734615326,0.2559081017971039,0.525506317615509,-0.20205286145210266,0.23447558283805847,0.5814533233642578,-0.23943693935871124,0.44497472047805786,0.49369850754737854,-0.06677275151014328,0.39034199714660645,0.34537434577941895,-0.12403170019388199,0.3584970235824585,0.24495819211006165,-0.16263949871063232,0.3307870626449585,0.16486147046089172,-0.19067785143852234,0.5188714265823364,0.49345946311950684,-0.09119892120361328,0.5396889448165894,0.3474586606025696,-0.14350496232509613,0.5527716279029846,0.2519790530204773,-0.17138223350048065,0.5581897497177124,0.1698167324066162,-0.18802416324615479,0.5914810299873352,0.5281667113304138,-0.11971282958984375,0.6433098912239075,0.41670334339141846,-0.1482251137495041,0.6692091226577759,0.34128931164741516,-0.15353736281394958,0.6866145133972168,0.26798564195632935,-0.15768691897392273,F
0.5378215909004211,0.8349279165267944,-1.9697999675827305e-07,0.42915770411491394,0.8024576306343079,-0.051986441016197205,0.3323478102684021,0.7431450486183167,-0.10378371924161911,0.2577957510948181,0.6785072684288025,-0.15791861712932587,0.2285517454147339,0.6096363663673401,-0.20871053636074066,0.37658244371414185,0.5425305366516113,-0.05496818572282791,0.2993372976779938,0.4882929027080536,-0.13574960827827454,0.25137627124786377,0.5254438519477844,-0.20281320810317993,0.22864952683448792,0.5802707672119141,-0.24088720977306366,0.44128066301345825,0.49361127614974976,-0.06749103218317032,0.38692983984947205,0.34530574083328247,-0.12405887246131897,0.3541014790534973,0.24671398103237152,-0.16480951011180878,0.3260234594345093,0.16662728786468506,-0.19512145221233368,0.5162712931632996,0.4931786060333252,-0.09082037955522537,0.5362158417701721,0.3505120873451233,-0.14399494230747223,0.54842209815979,0.2548132538795471,-0.17605231702327728,0.5526823401451111,0.17175358533859253,-0.19639521837234497,0.5893973112106323,0.527782142162323,-0.11831662058830261,0.6421815752983093,0.4187421202659607,-0.14788192510604858,0.6692835092544556,0.3446348309516907,-0.15537229180335999,0.6874740123748779,0.27240777015686035,-0.16195586323738098,F
